numberOfFunction,slocP,program_length,gender,blankLine,loc,program_vocabulary,comments,continent,memory,cyclomatic_complexity,volume,effort,calculated_estimated_program_length,difficulty,time,lsloc
3,72,606,male,0,90,76,18,Western,36800 KB,26,3786.244073,215815.9122,398.8804611,57,343 ms,72
3,67,434,male,0,93,77,26,Western,22000 KB,17,2719.785359,171346.4776,406.3031211,63,249 ms,67
4,78,427,male,9,98,45,20,Western,55200 KB,23,2345.021272,44555.40417,221.6404615,19,421 ms,69
6,55,594,male,0,82,83,27,Western,73700 KB,16,3786.773422,215846.0851,446.5546348,57,311 ms,55
3,57,604,male,0,79,89,22,Western,35900 KB,20,3911.342992,222946.5506,488.323496,57,841 ms,57
3,49,299,male,0,73,49,24,Western,29100 KB,10,1678.798243,31897.16662,239.3499675,19,296 ms,49
1,67,453,male,0,72,78,5,Western,27900 KB,16,2847.287205,113891.4882,412.2983693,40,1528 ms,67
2,49,415,male,0,86,63,37,Western,24500 KB,16,2480.571168,89300.56206,314.9612072,36,311 ms,49
4,67,408,male,0,106,71,39,Western,23400 KB,15,2509.096825,90327.48569,365.6422056,36,1528 ms,67
4,72,425,male,0,88,77,16,Western,22300 KB,13,2663.38428,90555.06551,406.3031211,34,217 ms,72
6,65,627,male,0,81,78,16,Western,39800 KB,27,3940.947191,283748.1978,412.4094067,72,467 ms,65
4,54,480,male,1,67,69,13,Western,30200 KB,18,2932.091739,131944.1283,353.0013311,45,343 ms,53
2,48,506,male,0,85,85,37,Western,34300 KB,10,3243.151814,123239.7689,460.4869215,38,920 ms,48
2,57,452,male,0,63,83,6,Western,35100 KB,17,2881.517823,164246.5159,446.5546348,57,296 ms,57
5,52,485,male,0,71,102,19,Western,17000 KB,16,3236.126291,116500.5465,584.2036824,36,1513 ms,52
3,67,396,male,1,75,63,8,Western,16600 KB,16,2367.00285,42606.05129,314.9612072,18,280 ms,66
2,72,398,female,0,85,64,13,Western,24700 KB,12,2388,38208,320.0450916,16,343 ms,72
4,55,499,male,0,90,72,35,Western,30300 KB,17,3078.792576,184727.5545,373.2397178,60,249 ms,55
3,58,355,male,0,87,76,29,Western,23200 KB,14,2218.014267,84284.54216,398.842491,38,1699 ms,58
6,70,512,male,0,97,89,27,Western,28200 KB,20,3315.575517,198934.531,487.9979062,60,311 ms,70
3,50,460,male,16,103,72,53,Western,22100 KB,8,2838.165501,56763.31001,373.2397178,20,218 ms,34
5,61,508,male,0,80,87,19,Western,35100 KB,20,3273.015296,137466.6424,473.6107211,42,311 ms,61
2,51,330,male,0,81,51,30,Western,24200 KB,18,1871.900363,33694.20653,244.720659,18,296 ms,51
4,62,452,male,0,81,57,19,Western,63900 KB,21,2636.466286,100185.7189,280.1318683,38,420 ms,62
5,53,395,male,0,91,80,38,Western,31800 KB,14,2497.161597,99886.4639,425.7903187,40,218 ms,53
5,68,494,male,3,79,77,11,Western,32200 KB,23,3095.792551,185747.5531,405.6268983,60,342 ms,65
5,62,502,male,7,86,72,24,Western,43300 KB,20,3097.302351,223005.7693,372.2346001,72,405 ms,55
6,87,590,male,0,103,77,16,Western,103400 KB,21,3697.404059,188567.607,406.0022373,51,452 ms,87
3,78,388,male,0,92,60,14,Western,31600 KB,15,2291.873551,123761.1718,296.1564001,54,1575 ms,78
3,50,471,male,1,97,74,47,Western,27000 KB,18,2924.652535,105287.4913,385.4995491,36,343 ms,49
2,57,320,male,0,94,39,37,Western,39500 KB,10,1691.32871,27061.25936,181.9747809,16,1528 ms,57
7,68,545,male,11,105,91,37,Western,35300 KB,21,3546.748079,156056.9155,501.2172393,44,296 ms,57
4,54,556,male,0,85,95,31,Western,39300 KB,18,3652.839718,219170.3831,530.851908,60,280 ms,54
2,43,445,male,0,74,88,31,Western,24400 KB,7,2874.44707,60363.38848,480.4627738,21,233 ms,43
6,86,680,male,2,102,96,16,Western,37300 KB,25,4477.7745,268666.47,537.6344164,60,1466 ms,84
3,52,491,male,0,91,96,39,Western,26500 KB,14,3233.216588,135795.0967,536.9091685,42,810 ms,52
6,73,524,female,0,103,75,30,Western,40600 KB,16,3263.900994,117500.4358,392.17102,36,421 ms,73
4,56,591,male,0,83,85,27,Western,69500 KB,21,3787.950043,215913.1525,460.2145365,57,374 ms,56
3,81,400,male,0,95,61,14,Western,31000 KB,15,2372.294935,128103.9265,302.7888745,54,842 ms,81
3,81,404,male,0,95,61,14,Western,31000 KB,15,2396.017884,129384.9658,302.7888745,54,358 ms,81
3,64,393,male,1,109,68,45,Western,22300 KB,18,2392.372897,129188.1364,346.3298602,54,1528 ms,63
3,65,736,male,5,93,98,28,Western,65400 KB,20,4868.426445,306710.8661,551.6892074,63,390 ms,60
3,59,518,male,0,69,82,10,Western,24100 KB,26,3293.211938,187713.0805,439.6362367,57,1856 ms,59
3,53,575,male,18,107,79,54,Western,25200 KB,8,3624.67393,217480.4358,419.0808777,60,234 ms,35
5,89,570,male,0,96,77,7,Western,40900 KB,27,3572.068328,203607.8947,405.551932,57,374 ms,89
2,56,500,male,1,148,92,92,Western,34900 KB,18,3261.780978,65235.61956,509.2999891,20,530 ms,55
3,92,532,male,0,103,78,11,Western,24500 KB,22,3343.83398,190598.5369,412.2983693,57,296 ms,92
4,94,482,male,0,101,62,7,Western,39800 KB,24,2869.922622,146366.0537,307.5796744,51,1731 ms,94
3,64,441,male,0,91,70,27,Western,15500 KB,12,2703.01381,91902.46956,359.0910367,34,249 ms,64
6,54,457,male,7,107,73,53,Western,22800 KB,18,2828.749823,113149.9929,379.6596322,40,826 ms,47
6,68,544,male,0,92,87,24,Western,36100 KB,19,3504.961262,154218.2955,473.5443757,44,389 ms,68
7,72,584,male,7,92,75,20,Western,24800 KB,20,3637.630115,207344.9166,392.2479866,57,763 ms,65
3,51,495,male,0,95,80,44,Western,79200 KB,17,3129.354407,125174.1763,425.7542476,40,1653 ms,51
2,55,467,male,0,79,70,24,Western,31400 KB,11,2862.375169,108770.2564,359.7107722,38,280 ms,55
3,42,384,male,0,83,71,41,Western,34300 KB,17,2361.502894,80291.09839,365.6422056,34,1044 ms,42
5,41,525,male,0,73,56,32,Western,58400 KB,16,3048.861334,64026.08802,279.7803007,21,405 ms,41
2,71,475,male,0,95,81,24,Western,33800 KB,18,3011.428751,180685.7251,432.536756,60,1512 ms,71
5,38,450,male,0,82,87,44,Western,24900 KB,15,2899.324573,165261.5007,474.2088866,57,811 ms,38
2,60,369,male,0,90,52,30,Western,24200 KB,20,2103.462256,37862.32061,251.3531335,18,296 ms,60
5,72,674,male,2,104,108,32,Western,35400 KB,23,4552.794176,273167.6506,626.087608,60,342 ms,70
2,75,407,male,1,83,81,8,Western,10600 KB,12,2580.318951,108373.3959,432.6080183,42,265 ms,74
3,89,446,male,0,107,82,18,Western,48500 KB,17,2835.468194,113418.7278,439.3544556,40,389 ms,89
2,67,424,male,0,86,66,19,Western,22800 KB,15,2562.823107,87135.98562,332.9737366,34,1512 ms,67
3,58,495,male,0,72,83,14,Western,33100 KB,19,3155.644519,113603.2027,446.8336245,36,545 ms,58
3,44,423,male,1,86,70,42,Western,24400 KB,18,2592.686716,93336.72178,359.0910367,36,296 ms,43
3,50,534,male,1,82,93,32,Western,35600 KB,7,3491.910805,146660.2538,515.7710242,42,327 ms,49
6,97,599,male,0,131,81,34,Western,50300 KB,18,3797.570152,159497.9464,432.6080183,42,857 ms,97
3,43,396,male,0,84,72,41,Western,34300 KB,17,2443.290301,87958.45082,372.2346001,36,326 ms,43
3,44,391,male,1,86,70,42,Western,24400 KB,18,2396.54966,86275.78775,359.0910367,36,280 ms,43
5,66,643,male,0,95,83,29,Western,35900 KB,22,4099.150354,245949.0213,446.1369639,60,1543 ms,66
5,75,451,male,0,111,76,36,Western,16900 KB,14,2817.815309,101441.3511,398.8804611,36,249 ms,75
3,44,391,male,1,86,70,42,Western,24400 KB,18,2396.54966,86275.78775,359.0910367,36,327 ms,43
2,64,377,male,35,133,62,69,Western,24100 KB,15,2244.732009,76320.88831,307.5796744,34,748 ms,29
4,74,133,female,0,93,43,19,Western,21800 KB,18,721.6932124,18764.02352,191.698301,26,810 ms,74
6,83,670,male,0,104,86,21,Western,34200 KB,22,4305.597386,180835.0902,466.692323,42,1590 ms,83
6,79,577,male,0,94,86,15,Western,39300 KB,26,3707.954763,222477.2858,466.7930215,60,1482 ms,79
2,69,433,male,0,88,67,19,Western,22800 KB,15,2626.616619,89304.96506,339.5249056,34,280 ms,69
2,72,375,male,0,92,75,20,Western,15000 KB,11,2335.807009,39708.71915,392.4020294,17,1294 ms,72
7,72,744,male,0,116,96,44,Western,29900 KB,28,4899.212101,372340.1196,538.6054173,76,420 ms,72
5,65,448,male,0,129,70,64,Western,38700 KB,18,2745.918792,120820.4268,362.4264239,44,1528 ms,65
7,80,658,male,0,109,78,29,Western,41400 KB,30,4135.79466,363949.9301,413.1887278,88,389 ms,80
4,96,529,male,0,120,91,24,Western,44800 KB,19,3442.623365,123934.4411,503.5136996,36,295 ms,96
3,56,482,male,0,88,88,32,Western,21800 KB,11,3113.44604,130764.7337,480.5611817,42,327 ms,56
3,64,529,female,0,108,66,44,Western,28900 KB,20,3197.484489,172664.1624,333.6312234,54,373 ms,64
5,76,668,male,0,104,89,28,Western,36900 KB,25,4325.789932,259547.3959,487.7378322,60,795 ms,76
5,77,671,male,0,119,94,42,Western,27100 KB,25,4398.129119,290276.5219,522.4078007,66,405 ms,77
4,67,680,male,0,168,103,101,Western,103100 KB,20,4546.820358,300090.1437,587.2909311,66,686 ms,67
3,87,597,male,0,111,92,24,Western,33500 KB,22,3894.566488,233673.9893,508.9533246,60,421 ms,87
4,77,581,male,0,113,108,36,Western,32700 KB,19,3924.589639,235475.3783,626.087608,60,280 ms,77
4,61,404,male,24,128,51,67,Western,36400 KB,11,2291.659838,45833.19676,252.8789131,20,1465 ms,37
5,87,595,male,0,118,79,31,Western,41400 KB,27,3750.749545,135026.9836,419.2271063,36,436 ms,87
6,102,439,female,0,156,45,54,Western,35300 KB,20,2410.923509,40985.69966,212.7441865,17,280 ms,102
3,69,490,male,2,106,78,37,Western,25400 KB,18,3079.847087,129353.5777,412.85429,42,249 ms,67
1,94,674,male,0,113,94,19,Western,61500 KB,20,4417.792886,185547.3012,522.9001971,42,499 ms,94
4,87,678,male,3,119,92,32,Western,31500 KB,24,4422.975006,278647.4254,508.6701412,63,343 ms,84
5,69,679,male,2,108,91,39,Western,32500 KB,25,4418.792561,203264.4578,501.2806672,46,452 ms,67
4,73,494,male,0,102,56,29,Western,63900 KB,22,2868.833331,109015.6666,274.4798955,38,1559 ms,73
4,81,623,male,0,105,80,24,Western,33000 KB,23,3938.561203,299330.6514,425.7903187,76,810 ms,81
5,80,675,male,0,95,100,15,Western,23300 KB,26,4484.602928,282529.9845,566.2402295,63,358 ms,80
4,83,617,male,0,108,101,25,Western,36000 KB,37,4108.116485,180757.1253,572.689722,44,811 ms,83
5,68,601,male,0,107,90,39,Western,40600 KB,17,3901.603711,171670.5633,494.2667787,44,374 ms,68
4,55,424,male,0,82,79,27,Western,18400 KB,16,2672.803037,152349.7731,419.0078103,57,249 ms,55
1,93,710,male,0,115,96,22,Western,61500 KB,21,4675.323376,308571.3428,536.6378566,66,499 ms,93
6,87,593,male,0,130,90,43,Western,13900 KB,19,3849.668886,219431.1265,495.424379,57,248 ms,87
4,77,421,male,0,140,35,63,Western,51000 KB,16,2159.42815,34550.8504,168.4650059,16,389 ms,77
6,87,572,male,0,130,90,43,Western,19800 KB,19,3713.339971,211660.3784,495.424379,57,249 ms,87
8,111,880,male,2,156,108,45,Western,33300 KB,33,5944.301002,374490.9631,625.4073436,63,1481 ms,109
5,101,629,male,0,147,99,46,Western,43800 KB,19,4169.865314,191813.8044,557.4885414,46,1669 ms,101
5,64,633,male,1,129,98,65,Western,22300 KB,15,4187.111331,150736.0079,555.2774713,36,1574 ms,63
6,87,575,male,0,130,90,43,Western,19800 KB,20,3732.81553,212770.4852,495.424379,57,295 ms,87
3,96,483,male,2,119,64,23,Western,75500 KB,23,2898,165186,321.6326782,57,685 ms,94
5,68,593,male,1,112,88,44,Western,25000 KB,21,3830.44295,160878.6039,480.5611817,42,280 ms,67
3,97,487,male,2,119,64,22,Western,72900 KB,23,2922,166554,321.6326782,57,467 ms,95
3,96,483,male,2,119,64,23,Western,72900 KB,23,2898,165186,321.6326782,57,436 ms,94
5,79,587,male,1,120,84,41,Western,125400 KB,24,3752.290327,236394.2906,452.9546635,63,810 ms,78
4,66,587,male,0,124,101,58,Western,21300 KB,14,3908.37014,156334.8056,574.0730679,40,249 ms,66
5,67,587,male,0,126,98,59,Western,21300 KB,15,3882.834678,155313.3871,552.134363,40,249 ms,67
2,2,774,male,3,118,135,116,Western,12400 KB,2,5477.455272,273872.7636,826.248356,50,795 ms,-1
6,69,573,male,1,119,85,50,Western,24400 KB,27,3672.581006,231372.6034,459.8067162,63,374 ms,68
6,69,541,male,1,119,85,50,Western,24300 KB,27,3467.480496,218451.2713,459.8067162,63,358 ms,68
6,79,680,male,0,94,94,15,Western,24100 KB,25,4457.120419,280798.5864,522.9001971,63,764 ms,79
3,63,524,male,1,103,50,40,Western,48800 KB,20,2957.380643,62104.99351,250.4773318,21,919 ms,62
11,91,1195,male,18,123,144,32,Western,117900 KB,42,8568.060377,1028167.245,899.2570652,120,1996 ms,73
3,90,591,male,3,140,73,50,Western,66100 KB,20,3658.186314,146327.4526,379.6596322,40,342 ms,87
4,82,576,male,0,129,81,47,Western,41600 KB,20,3651.753602,153373.6513,432.6080183,42,577 ms,82
5,70,606,male,0,129,99,59,Western,21300 KB,16,4017.390112,168730.3847,558.9520626,42,265 ms,70
14,85,694,female,0,130,108,45,Western,21800 KB,32,4687.891927,196891.4609,624.7832923,42,265 ms,85
5,100,739,male,0,117,91,17,Western,61400 KB,33,4809.260239,288555.6143,501.8524417,60,592 ms,100
9,116,832,male,16,154,103,38,Western,30100 KB,32,5563.168439,367169.1169,587.2909311,66,374 ms,100
6,83,668,female,4,149,95,66,Western,41300 KB,18,4388.663546,175546.5419,530.851908,40,607 ms,79
5,97,780,female,1,134,112,37,Western,93800 KB,28,5309.736839,244247.8946,653.0138619,46,545 ms,96
9,68,636,male,0,106,62,38,Western,39800 KB,29,3786.868853,151474.7541,310.9846194,40,326 ms,68
7,97,706,male,3,129,86,32,Western,51800 KB,26,4536.942917,381103.205,466.692323,84,343 ms,94
4,63,615,male,15,137,54,74,Western,38000 KB,11,3539.255814,77863.6279,275.6627143,22,311 ms,48
5,60,657,male,0,127,98,67,Western,24400 KB,11,4345.864368,199909.7609,550.5067153,46,810 ms,60
6,71,612,male,5,130,78,59,Western,36900 KB,15,3846.666158,242339.968,412.5946318,63,311 ms,66
3,83,445,male,0,130,48,47,Western,58700 KB,21,2485.308313,49706.16626,236.8771238,20,1590 ms,83
10,88,858,male,2,129,104,41,Western,115700 KB,22,5748.977278,396679.4322,593.5404068,69,389 ms,86
10,90,852,male,2,131,105,41,Western,115700 KB,25,5720.537181,394717.0655,600.8285737,69,451 ms,88
16,88,745,male,0,146,97,58,Western,22300 KB,35,4916.935067,245846.7534,543.2584855,50,826 ms,88
2,87,463,male,0,101,80,14,Western,22400 KB,11,2927.052708,58541.05416,425.7903187,20,295 ms,87
7,88,705,male,20,129,86,41,Western,51800 KB,26,4530.516652,380563.3988,466.692323,84,1543 ms,68
9,68,668,male,0,110,62,42,Western,27600 KB,29,3977.403135,159096.1254,310.9846194,40,296 ms,68
4,96,712,male,0,162,89,66,Western,53400 KB,22,4610.722203,262811.1656,488.714938,57,264 ms,96
4,96,712,male,0,162,89,66,Western,53400 KB,22,4610.722203,262811.1656,488.714938,57,343 ms,96
6,70,517,male,0,104,92,34,Western,24900 KB,19,3372.681531,161888.7135,508.4501668,48,748 ms,70
9,102,785,male,1,148,94,46,Western,94600 KB,21,5145.352249,205814.0899,523.2394163,40,405 ms,101
9,102,785,male,1,148,94,46,Western,91400 KB,21,5145.352249,205814.0899,523.2394163,40,374 ms,101
7,105,749,male,6,158,109,53,Western,48500 KB,19,5069.370059,223052.2826,631.6688991,44,1652 ms,99
9,90,688,male,0,117,81,27,Western,50600 KB,37,4361.816802,209367.2065,435.1207824,48,1497 ms,90
5,106,831,male,1,158,99,52,Western,117500 KB,16,5508.995351,242395.7955,558.1897755,44,1044 ms,105
6,149,885,male,0,182,93,33,Western,52800 KB,34,5787.155548,439823.8216,517.3960298,76,342 ms,149
12,76,1148,male,6,133,155,57,Western,105900 KB,34,8352.990817,576356.3664,990.5935263,69,592 ms,70
9,67,624,male,0,106,81,39,Western,34600 KB,33,3956.066402,166154.7889,432.6080183,42,295 ms,67
4,164,872,male,0,212,96,48,Western,87900 KB,31,5742.087301,378977.7618,536.6378566,66,920 ms,164
6,79,758,male,0,134,90,55,Western,36900 KB,23,4920.824647,295249.4788,494.7804146,60,358 ms,79
11,108,831,male,1,156,99,48,Western,91400 KB,23,5508.995351,220359.8141,559.4225299,40,373 ms,107
5,81,858,male,0,137,107,56,Western,52400 KB,29,5784.178674,416460.8646,615.1541399,72,498 ms,81
5,78,886,male,0,136,108,58,Western,52400 KB,29,5984.830327,430907.7835,622.4916358,72,452 ms,78
11,64,1080,male,0,112,137,48,Western,24000 KB,24,7665.87465,551942.9748,843.5507648,72,280 ms,64
11,64,1080,male,0,112,137,48,Western,40200 KB,24,7665.87465,551942.9748,843.5507648,72,327 ms,64
4,68,569,male,0,129,80,61,Western,34900 KB,22,3597.177086,151081.4376,425.8985773,42,326 ms,68
6,78,883,male,0,121,122,43,Western,57300 KB,15,6119.841069,281512.6892,728.926341,46,280 ms,78
13,141,1198,male,1,200,124,59,Western,34300 KB,53,8331.12718,574847.7754,743.6082397,69,452 ms,140
15,70,928,male,0,118,65,48,Western,101700 KB,41,5588.75733,134130.1759,339.1207824,24,857 ms,70
2,2,984,male,5,210,136,208,Western,55700 KB,2,6974.063436,362651.2987,832.7080569,52,326 ms,-3
21,111,977,male,13,162,120,51,Western,44500 KB,38,6748.032112,377889.7983,709.2118756,56,389 ms,98
9,103,1067,male,2,158,115,55,Western,24400 KB,28,7304.137884,701197.2369,674.5061758,96,327 ms,101
19,171,1283,male,0,250,106,79,Western,33500 KB,48,8631.921943,673289.9116,607.1867905,78,530 ms,171
3,87,942,male,10,213,94,126,Western,30700 KB,13,6174.422698,296372.2895,522.16205,48,295 ms,77
17,149,1368,male,0,227,131,78,Western,84600 KB,52,9621.722666,538816.4693,791.9742799,56,498 ms,149
17,158,1388,male,0,236,134,78,Western,87700 KB,53,9807.731796,549232.9806,815.0172944,56,592 ms,158
45,151,1850,male,6,242,162,91,Western,50800 KB,70,13578.72251,1018404.188,1043.473854,75,545 ms,145
29,253,1955,male,0,325,146,72,Western,56000 KB,73,14056.10701,1827293.912,912.5542174,130,327 ms,253
29,256,1971,male,0,328,146,72,Western,66100 KB,73,14171.14421,1842248.747,912.5542174,130,311 ms,256
34,287,1971,male,0,460,138,173,Western,66800 KB,74,14010.9017,1513177.384,847.103057,108,1606 ms,287
34,301,2061,male,0,474,144,173,Western,79600 KB,77,14777.21543,1595939.266,894.3150596,108,1793 ms,301
34,301,2061,male,0,474,144,173,Western,54900 KB,77,14777.21543,1595939.266,894.3150596,108,1794 ms,301
33,279,2115,male,0,359,157,80,Western,39100 KB,82,15428.12288,2005655.975,1001.418645,130,358 ms,279
33,279,2115,male,0,359,157,80,Western,50800 KB,82,15428.12288,2005655.975,1001.418645,130,327 ms,279
108,554,4376,male,0,962,232,408,Western,62000 KB,211,34386.52483,6808531.917,1623.186557,198,748 ms,554
2,9,124,male,0,13,27,4,Eastern,0 KB,5,589.6060503,0,128.3819626,0,31 ms,9
2,10,135,male,0,17,43,7,Eastern,0 KB,6,732.5457419,20511.28077,193.2092968,28,31 ms,10
2,10,149,male,0,14,56,4,Eastern,0 KB,5,865.2958834,12114.14237,269.2634114,14,31 ms,10
2,13,169,male,0,17,55,4,Eastern,0 KB,6,977.0497916,13678.69708,263.0928815,14,31 ms,13
2,15,121,male,0,20,32,5,Eastern,300 KB,7,605,8470,145.6363364,14,31 ms,15
2,15,123,male,0,20,32,5,Eastern,0 KB,7,615,8610,145.6363364,14,31 ms,15
2,11,130,male,0,15,28,4,Eastern,0 KB,5,624.9561399,0,134.6059378,0,31 ms,11
2,15,128,male,0,18,29,3,Eastern,0 KB,6,621.8215674,8083.680376,126.9663202,13,46 ms,15
2,21,162,male,0,26,45,5,Eastern,0 KB,7,889.6802016,13345.20302,205.8100768,15,31 ms,21
2,19,122,male,0,24,31,5,Western,0 KB,7,604.4119499,8461.767298,142.8814489,14,31 ms,19
2,17,160,male,0,23,42,6,Eastern,300 KB,5,862.7707876,10353.24945,185.583273,12,31 ms,17
3,24,152,male,0,30,44,6,Eastern,0 KB,7,829.833606,21575.67376,197.8688309,26,30 ms,24
2,18,177,male,0,23,54,5,Eastern,0 KB,5,1018.615088,12223.38105,256.9778536,12,31 ms,18
2,18,177,male,0,23,54,5,Eastern,0 KB,5,1018.615088,12223.38105,256.9778536,12,31 ms,18
3,20,159,male,0,28,54,8,Eastern,3600 KB,6,915.0271128,27450.81339,257.6220106,30,31 ms,20
2,17,130,male,0,27,41,10,Eastern,0 KB,6,696.4817606,9054.262888,181.6849315,13,31 ms,17
2,13,129,male,0,19,29,6,Eastern,0 KB,6,626.6795484,0,140.8814489,0,31 ms,13
2,13,169,male,0,17,47,4,Eastern,0 KB,7,938.7255159,14080.88274,216.6935862,15,31 ms,13
2,28,121,male,0,33,31,5,Eastern,200 KB,6,599.4577536,8392.40855,142.8814489,14,31 ms,28
2,19,160,male,0,23,41,4,Eastern,0 KB,7,857.2083207,11143.70817,181.6849315,13,31 ms,19
2,25,178,male,0,30,44,5,Eastern,0 KB,6,971.7788281,29153.36484,200.5096868,30,31 ms,25
3,15,119,male,0,19,36,4,Eastern,0 KB,6,615.2210752,9843.537203,171.2198934,16,31 ms,15
2,27,151,male,0,34,39,7,Eastern,0 KB,5,798.095735,10375.24456,170.317149,13,31 ms,27
2,34,128,male,0,39,34,5,Eastern,800 KB,8,651.1952437,0,172.9737366,0,31 ms,34
3,27,145,male,0,31,36,4,Western,0 KB,8,749.6391252,11994.226,171.2198934,16,46 ms,27
2,26,109,male,0,31,37,5,Eastern,0 KB,7,567.8304169,9085.28667,171.6096405,16,31 ms,26
2,22,133,male,2,30,33,8,Western,0 KB,6,670.9044179,8721.757432,143.8917376,13,30 ms,20
2,29,115,male,0,36,37,7,Eastern,0 KB,6,599.087137,10184.48133,177.7286241,17,31 ms,29
2,33,118,male,0,37,34,4,Eastern,0 KB,5,600.3206153,9605.129844,162,16,46 ms,33
2,27,167,male,0,34,42,7,Eastern,0 KB,6,900.5170096,11706.72112,186.2114327,13,31 ms,27
2,25,119,male,0,38,33,13,Western,0 KB,6,600.2829002,9004.243503,151.9616054,15,31 ms,25
2,28,130,male,1,36,29,8,Eastern,0 KB,6,631.5375294,8209.987882,130.3819626,13,46 ms,27
2,21,146,male,0,30,45,9,Western,0 KB,5,801.8105521,17639.83215,202.1494206,22,31 ms,21
2,20,118,male,0,32,30,12,Eastern,0 KB,6,579.0130903,8106.183264,136.6059378,14,31 ms,20
2,22,128,male,0,30,35,8,Eastern,0 KB,6,656.5482262,9191.675166,156.3912239,14,31 ms,22
2,23,140,female,0,26,45,3,Eastern,0 KB,6,768.8594335,21528.06414,204.8814489,28,46 ms,23
2,20,112,male,0,29,30,9,Eastern,0 KB,6,549.5717467,7694.004454,136.6059378,14,31 ms,20
2,22,131,male,0,29,34,7,Eastern,0 KB,6,666.4576322,9330.406851,150.1157128,14,31 ms,22
2,18,214,male,0,25,58,7,Eastern,0 KB,5,1253.607933,35101.02212,281.8126557,28,46 ms,18
3,27,126,male,0,37,37,10,Eastern,0 KB,6,656.3911241,10502.25799,171.6096405,16,31 ms,27
2,24,108,male,0,30,34,6,Eastern,0 KB,5,549.4459869,7692.243816,152.4910893,14,31 ms,24
