numberOfFunction,slocP,program_length,gender,blankLine,loc,program_vocabulary,comments,continent,memory,cyclomatic_complexity,volume,effort,calculated_estimated_program_length,difficulty,time,lsloc
1,55,444,male,3,61,63,6,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,52
1,55,444,male,3,61,63,6,Eastern,17100 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,52
1,55,444,male,3,61,63,6,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,52
1,55,444,male,3,61,63,6,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,52
4,47,462,male,0,78,98,31,Eastern,3900 KB,17,3055.995948,58063.92301,553.2066264,19,62 ms,47
1,55,444,male,0,62,63,7,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,61 ms,55
5,96,438,male,0,119,62,23,Eastern,16000 KB,22,2607.937984,88669.89145,307.9068682,34,795 ms,96
4,44,406,male,0,63,76,19,Western,16000 KB,21,2536.65857,91319.70854,398.8804611,36,389 ms,44
4,44,421,male,15,81,68,37,Western,51200 KB,18,2562.821856,146080.8458,347.0121354,57,171 ms,29
2,52,439,male,0,54,63,2,Western,4000 KB,20,2624.025886,188929.8638,314.9612072,72,46 ms,52
1,43,413,male,4,71,60,28,Eastern,31900 KB,12,2439.545816,48790.91632,300.3702549,20,62 ms,39
3,52,378,male,2,81,67,29,Eastern,4200 KB,15,2292.981714,43566.65257,340.3026944,19,62 ms,50
2,80,399,male,0,92,38,12,Eastern,31500 KB,24,2093.923078,35596.69232,184.2797931,17,77 ms,80
2,53,409,male,0,69,73,16,Western,15900 KB,18,2531.638245,96202.25329,379.1044231,38,61 ms,53
2,52,425,male,0,70,77,18,Western,24900 KB,16,2663.38428,101208.6026,405.551932,38,78 ms,52
4,79,564,male,0,87,84,8,Eastern,15800 KB,22,3605.267026,151421.2151,452.9546635,42,62 ms,79
3,55,460,male,2,74,83,19,Eastern,32100 KB,18,2932.518138,193546.1971,446.5546348,66,202 ms,53
1,52,515,male,0,71,65,19,Eastern,15900 KB,17,3101.519424,158177.4906,326.5538222,51,62 ms,52
4,47,396,male,7,75,66,28,Eastern,31700 KB,18,2393.580071,90956.04271,334.0271833,38,77 ms,40
2,81,437,male,0,91,65,10,Eastern,4000 KB,27,2631.774734,94743.89043,326.9987489,36,374 ms,81
2,81,437,male,0,91,65,10,Eastern,4000 KB,27,2631.774734,94743.89043,326.9987489,36,405 ms,81
2,46,404,male,0,55,84,9,Western,19600 KB,14,2582.496239,98134.85707,453.2640759,38,202 ms,46
3,44,346,male,0,53,64,9,Western,4200 KB,16,2076,70584,320.4063545,34,530 ms,44
4,41,430,male,1,54,68,13,Eastern,16200 KB,26,2617.609022,94233.92478,346.3298602,36,904 ms,40
4,50,442,male,0,57,60,7,Western,39200 KB,20,2610.845643,133153.1278,295.6213103,51,374 ms,50
4,50,442,male,0,57,60,7,Western,39200 KB,20,2610.845643,133153.1278,295.6213103,51,374 ms,50
2,39,354,male,0,71,65,32,Eastern,15900 KB,10,2131.918206,38374.5277,327.3557123,18,109 ms,39
2,52,415,male,7,83,90,31,Western,3900 KB,11,2694.119035,59270.61877,494.2667787,22,140 ms,45
1,42,390,male,0,61,83,19,Western,4000 KB,14,2486.265378,104423.1459,446.2065082,42,93 ms,42
3,42,400,male,0,62,55,20,Eastern,16800 KB,18,2312.543885,50875.96548,280.3526703,22,919 ms,42
2,55,360,female,0,75,69,20,Eastern,15900 KB,17,2199.068804,79166.47696,352.7497745,36,468 ms,55
2,53,333,male,0,82,55,29,Eastern,16000 KB,14,1925.192785,77007.71138,272.9626011,40,187 ms,53
3,49,454,male,0,75,93,26,Western,81000 KB,16,2968.7781,136563.7926,515.149526,46,857 ms,49
2,45,0,male,3,66,0,21,Eastern,31700 KB,14,0,0,0,0,997 ms,42
1,43,401,male,0,62,67,19,Western,70500 KB,20,2432.501765,87570.06355,339.6973857,36,327 ms,43
3,46,309,male,0,75,67,29,Western,4000 KB,13,1874.42156,71228.01927,340.7366244,38,93 ms,46
3,52,388,male,0,83,72,31,Eastern,16000 KB,18,2393.930901,95757.23602,373.2397178,40,373 ms,52
3,48,492,male,0,55,94,7,Eastern,15800 KB,20,3224.857715,203166.036,522.6230769,63,109 ms,48
1,50,489,female,1,72,72,22,Eastern,16000 KB,19,3017.093326,171974.3196,372.5956925,57,46 ms,49
2,44,452,male,0,54,74,10,Western,19900 KB,20,2806.672921,168400.3753,385.8508604,60,405 ms,44
2,52,417,male,0,60,87,8,Eastern,4100 KB,19,2686.707438,112841.7124,473.5443757,42,31 ms,52
2,57,515,male,0,76,91,19,Western,34600 KB,20,3351.51424,140763.5981,501.5981141,42,62 ms,57
3,48,492,male,0,55,94,7,Eastern,16100 KB,20,3224.857715,203166.036,522.6230769,63,124 ms,48
1,66,468,male,18,97,70,31,Eastern,15800 KB,23,2868.504452,109003.1692,359.4212455,38,77 ms,48
3,53,544,male,0,60,90,7,Eastern,15900 KB,25,3531.568084,134199.5872,495.8441109,38,186 ms,53
1,67,512,male,19,100,87,33,Eastern,20000 KB,24,3298.78707,138549.0569,473.6107211,42,46 ms,48
2,54,449,male,0,76,80,22,Eastern,39700 KB,12,2838.545715,119218.92,426.079159,42,623 ms,54
1,55,444,male,0,64,63,9,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,55
1,45,411,male,2,54,59,9,Eastern,31500 KB,20,2417.766293,123306.081,289.5640056,51,46 ms,43
2,48,537,female,0,62,71,14,Eastern,16100 KB,13,3302.414203,227866.58,370.1802547,69,46 ms,48
1,81,514,male,0,93,73,12,Western,157200 KB,25,3181.569823,127262.7929,379.3421297,40,218 ms,81
2,39,337,male,5,81,46,42,Eastern,63000 KB,16,1861.440379,33505.92683,219.336581,18,62 ms,34
3,42,415,male,1,61,85,19,Eastern,16000 KB,20,2659.897238,111715.684,459.8067162,42,514 ms,41
2,43,437,female,0,56,77,13,Eastern,15800 KB,15,2738.585718,109543.4287,405.7769322,40,826 ms,43
4,41,329,male,0,58,39,17,Eastern,97500 KB,18,1738.89733,0,206.1306865,0,920 ms,41
2,37,387,male,0,61,66,24,Western,101000 KB,10,2339.180524,46783.61048,335.0885565,20,499 ms,37
4,55,476,male,0,70,92,15,Eastern,19700 KB,21,3105.215491,124208.6196,509.2999891,40,171 ms,55
1,42,489,male,1,67,75,25,Eastern,3500 KB,15,3045.89234,182753.5404,392.6333688,60,31 ms,41
2,47,427,male,0,68,70,21,Western,16600 KB,15,2617.203848,141329.0078,359.2147805,54,62 ms,47
3,60,482,male,0,81,79,21,Eastern,16000 KB,18,3038.422321,127613.7375,419.2271063,42,93 ms,60
3,52,606,male,0,71,128,19,Western,34500 KB,20,4242,178164,778.127614,42,124 ms,52
2,56,261,male,0,67,43,11,Eastern,31700 KB,17,1416.255101,26908.84692,211.030886,19,187 ms,56
2,70,495,male,3,83,69,13,Eastern,35500 KB,24,3023.719606,229802.6901,353.3374044,76,77 ms,67
2,40,480,male,0,75,70,35,Western,34800 KB,17,2942.055848,111798.1222,359.7107722,38,61 ms,40
3,47,418,male,0,72,66,25,Eastern,16000 KB,16,2526.556742,96009.15619,334.0271833,38,295 ms,47
1,65,465,male,0,76,67,11,Western,800 KB,20,2820.731474,160781.694,340.3026944,57,46 ms,65
4,61,443,male,0,80,76,19,Eastern,8100 KB,19,2767.831888,99641.94798,398.9944238,36,233 ms,61
2,49,473,male,0,60,90,11,Western,15800 KB,20,3070.646515,122825.8606,495.0699333,40,186 ms,49
3,53,392,male,0,84,72,31,Eastern,16000 KB,18,2418.610601,96744.42402,373.2397178,40,327 ms,53
1,63,495,male,4,84,63,21,Eastern,19400 KB,21,2958.753562,112432.6354,315.5176503,38,46 ms,59
1,51,481,male,4,74,64,23,Eastern,32300 KB,18,2886,164502,321.6326782,57,140 ms,47
2,51,365,male,0,64,68,13,Eastern,16000 KB,17,2221.923937,84433.10961,347.0121354,38,61 ms,51
3,47,393,male,0,85,67,38,Western,16000 KB,16,2383.973052,90590.97597,340.7366244,38,187 ms,47
3,64,437,male,4,82,52,18,Eastern,31800 KB,15,2491.092157,52312.93529,259.6966127,21,109 ms,60
4,45,439,male,0,55,64,10,Eastern,11800 KB,22,2634,89556,320.4063545,34,124 ms,45
3,53,497,male,6,79,83,26,Eastern,31500 KB,20,3168.394597,190103.6758,446.1369639,60,109 ms,47
3,59,464,male,0,65,73,6,Eastern,4800 KB,22,2872.078595,103394.8294,378.8670746,36,46 ms,59
2,55,498,male,0,67,68,12,Western,15800 KB,19,3031.556495,230398.2936,346.6279634,76,78 ms,55
1,42,445,male,0,63,67,21,Eastern,17300 KB,16,2699.40969,129571.6651,339.5249056,48,46 ms,42
1,53,419,male,0,60,67,7,Eastern,15900 KB,20,2541.691371,101667.6548,341.2590864,40,62 ms,53
1,58,442,male,1,68,75,10,Western,700 KB,15,2753.137861,242276.1318,393.7950768,88,78 ms,57
4,65,430,male,0,71,80,6,Eastern,31300 KB,22,2718.429081,103300.3051,425.8985773,38,156 ms,65
3,60,0,female,0,76,0,16,Eastern,126000 KB,16,0,0,0,0,93 ms,60
3,57,361,male,0,71,91,14,Western,3900 KB,17,2349.313865,108068.4378,501.2806672,46,62 ms,57
2,56,411,male,3,85,62,29,Western,97100 KB,15,2447.174684,92992.63798,310.1726115,38,670 ms,53
2,62,482,male,1,80,71,18,Eastern,111400 KB,21,2964.178112,118567.1245,366.8663501,40,77 ms,61
6,66,486,male,0,87,78,21,Eastern,63000 KB,25,3054.705478,122188.2191,412.4094067,40,530 ms,66
1,54,367,male,2,76,57,22,Eastern,15800 KB,15,2140.670635,42813.4127,283.6596322,20,46 ms,52
2,48,389,male,0,59,61,11,Western,4600 KB,21,2307.056824,43834.07966,303.4631705,19,109 ms,48
2,43,477,male,0,61,90,18,Eastern,4000 KB,17,3096.613927,185796.8356,494.7804146,60,93 ms,43
2,64,399,male,2,101,76,37,Western,15900 KB,15,2492.923078,149575.3847,399.1845378,60,93 ms,62
2,49,426,male,0,61,73,12,Western,188400 KB,20,2636.865262,100200.88,378.9461511,38,109 ms,49
2,66,511,male,4,93,79,27,Western,16000 KB,23,3221.231962,122406.8146,419.0078103,38,93 ms,62
2,60,440,female,4,86,60,26,Eastern,15900 KB,19,2599.031862,46782.57352,296.7916995,18,202 ms,56
2,57,383,male,0,75,71,18,Western,31500 KB,13,2355.353147,94214.12587,366.4572094,40,311 ms,57
2,76,461,male,1,90,64,14,Eastern,100 KB,19,2766,105108,321.6326782,38,31 ms,75
2,67,376,male,0,93,36,26,Eastern,31800 KB,22,1943.891801,33046.16061,174.9737366,17,109 ms,67
2,69,426,male,0,79,68,10,Western,16200 KB,19,2593.25917,147815.7727,346.6279634,57,187 ms,69
2,69,426,male,0,79,68,10,Eastern,16000 KB,19,2593.25917,147815.7727,346.6279634,57,171 ms,69
3,59,538,male,0,71,74,12,Eastern,220200 KB,26,3340.685911,200441.1546,386.1246381,60,608 ms,59
3,47,439,male,0,67,77,20,Western,19700 KB,16,2751.119291,165067.1575,405.6268983,60,124 ms,47
2,74,509,male,0,87,91,13,Eastern,31400 KB,18,3312.467472,132498.6989,501.8524417,40,77 ms,74
1,55,444,male,0,65,63,10,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,55
1,55,444,male,0,65,63,10,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,61 ms,55
1,55,444,male,0,65,63,10,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,55
1,55,444,male,0,65,63,10,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,55
1,55,444,male,0,65,63,10,Eastern,20800 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,55
1,55,444,male,0,65,63,10,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,55
5,69,543,female,2,84,81,15,Eastern,17500 KB,15,3442.538552,151471.6963,433.2506894,44,46 ms,67
3,60,395,male,0,80,73,20,Eastern,20100 KB,20,2444.980701,97799.22803,379.6596322,40,499 ms,60
1,55,444,male,0,65,63,10,Western,17200 KB,20,2653.912286,143311.2634,314.4992626,54,61 ms,55
1,55,444,male,0,65,63,10,Eastern,17200 KB,20,2653.912286,143311.2634,314.4992626,54,46 ms,55
5,47,159,male,2,71,40,24,Western,15900 KB,23,846.1865671,60925.43283,174.0391,72,218 ms,45
1,47,445,male,0,56,67,9,Eastern,212700 KB,18,2699.40969,102577.5682,340.3026944,38,608 ms,47
1,51,428,male,0,58,66,7,Eastern,900 KB,20,2587.000683,139698.0369,333.6312234,54,46 ms,51
3,62,399,male,0,82,59,20,Eastern,97100 KB,21,2347.174577,84498.28476,290.159225,36,841 ms,62
3,46,502,male,0,69,101,23,Eastern,17300 KB,10,3342.422164,147066.5752,572.345265,44,280 ms,46
2,58,388,male,0,66,61,8,Western,31500 KB,21,2301.126087,92045.04348,305.1157897,40,93 ms,58
1,43,384,male,0,50,62,7,Eastern,32000 KB,20,2286.411383,86883.63256,310.1726115,38,77 ms,43
3,46,402,male,6,73,69,27,Eastern,63900 KB,15,2455.626832,98225.07326,354.26557,40,202 ms,40
4,49,541,female,0,59,79,10,Eastern,39500 KB,30,3410.345385,136413.8154,419.0808777,40,342 ms,49
4,49,541,female,0,59,79,10,Eastern,39700 KB,30,3410.345385,136413.8154,419.0808777,40,327 ms,49
2,45,418,male,0,56,70,11,Eastern,62700 KB,20,2562.040301,92233.45084,359.2147805,36,405 ms,45
2,82,436,male,1,104,77,22,Eastern,15900 KB,21,2732.318932,49181.74077,405.7769322,18,62 ms,81
2,26,496,male,0,58,68,32,Eastern,4500 KB,10,3019.381569,120775.2628,348.0415947,40,46 ms,26
5,58,440,female,0,81,76,23,Eastern,16000 KB,18,2749.088106,156698.022,398.8804611,57,155 ms,58
3,46,511,male,0,68,82,22,Western,15900 KB,23,3248.709074,214414.7989,439.6362367,66,78 ms,46
2,41,438,male,0,54,61,13,Western,15700 KB,15,2597.662954,51953.25908,306.0981941,20,124 ms,41
3,35,678,male,0,55,112,20,Eastern,21600 KB,16,4615.386637,263077.0383,657.9878793,57,139 ms,35
1,44,435,male,0,49,52,5,Eastern,34500 KB,16,2479.691277,111586.1075,245.8187515,45,93 ms,44
1,52,489,male,4,75,64,23,Eastern,47600 KB,18,2934,167238,321.6326782,57,62 ms,48
1,55,419,male,0,61,63,6,Eastern,31800 KB,21,2504.480288,85152.32979,314.1308434,34,77 ms,55
1,60,482,female,0,89,78,29,Eastern,8000 KB,15,3029.563869,54532.14965,412.5946318,18,31 ms,60
4,60,516,male,4,81,83,21,Western,4400 KB,22,3289.520347,144738.8952,446.3456778,44,46 ms,56
3,61,343,male,0,80,60,19,Eastern,20600 KB,16,2026.063474,76990.41202,297.5287411,38,296 ms,61
1,41,395,male,0,73,90,32,Eastern,15800 KB,13,2564.281973,53849.92143,494.5555318,21,31 ms,41
4,65,508,male,0,88,77,23,Western,15800 KB,20,3183.527563,171910.4884,405.7769322,54,62 ms,65
1,41,395,male,0,73,90,32,Eastern,16100 KB,13,2564.281973,53849.92143,494.5555318,21,46 ms,41
1,71,496,male,0,87,64,16,Eastern,17100 KB,13,2976,113088,322.2270913,38,77 ms,71
1,60,496,female,0,79,79,19,Eastern,8000 KB,16,3126.675251,56280.15452,419.4466845,18,46 ms,60
1,59,604,male,0,68,81,9,Eastern,4100 KB,28,3829.269402,145512.2373,432.75063,38,62 ms,59
4,59,470,male,0,83,72,24,Western,17400 KB,19,2899.864751,156592.6965,372.2346001,54,155 ms,59
3,58,411,male,0,70,59,12,Eastern,15900 KB,19,2417.766293,183750.2383,291.6599114,76,140 ms,58
1,50,438,male,0,54,59,4,Eastern,900 KB,19,2576.597656,195821.4218,292.5692484,76,46 ms,50
2,51,519,male,0,69,86,18,Eastern,46700 KB,15,3335.231408,146750.1819,466.692323,44,639 ms,51
1,85,521,male,8,98,74,13,Eastern,4000 KB,22,3235.125203,122934.7577,385.5385456,38,46 ms,77
2,79,448,male,2,93,75,14,Eastern,31500 KB,21,2790.510773,53019.70469,392.17102,19,187 ms,77
1,49,477,male,0,76,57,27,Eastern,17100 KB,18,2782.288537,58428.05927,286.6323534,21,77 ms,49
2,48,463,male,2,73,63,25,Eastern,31600 KB,15,2767.480605,149443.9526,314.9612072,54,186 ms,46
2,47,446,male,0,62,67,15,Eastern,31600 KB,17,2705.475779,137979.2647,339.4387425,51,62 ms,47
1,50,342,male,0,54,41,4,Eastern,17200 KB,21,1832.282786,32981.09014,200.7497745,18,61 ms,50
1,49,395,male,0,72,67,23,Eastern,49200 KB,13,2396.10523,136577.9981,340.3026944,57,265 ms,49
1,56,350,male,0,66,47,10,Western,8200 KB,18,1944.106098,42770.33416,244.9698787,22,46 ms,56
2,67,535,female,1,76,73,9,Eastern,19600 KB,23,3311.556139,178824.0315,378.8670746,54,140 ms,66
5,70,480,male,5,93,67,23,Eastern,16000 KB,22,2911.722811,165968.2003,340.3026944,57,108 ms,65
2,50,398,male,0,61,66,11,Western,15800 KB,13,2405.66886,91415.41666,334.0271833,38,234 ms,50
2,49,450,male,0,70,73,21,Western,4000 KB,17,2785.421051,183837.7894,381.0964401,66,61 ms,49
4,56,544,male,0,64,82,8,Eastern,157400 KB,20,3458.508291,207510.4974,439.3544556,60,732 ms,56
1,59,452,male,8,82,48,23,Eastern,35400 KB,20,2524.40305,53012.46406,244.9390249,21,108 ms,51
2,44,489,male,0,63,88,19,Eastern,15800 KB,14,3158.662062,113711.8342,482.043467,36,139 ms,44
2,94,475,male,0,107,46,13,Eastern,16000 KB,26,2623.691929,52473.83858,228.3868988,20,296 ms,94
2,94,475,male,0,107,46,13,Eastern,15900 KB,26,2623.691929,52473.83858,228.3868988,20,312 ms,94
1,56,464,male,0,66,64,10,Eastern,17200 KB,20,2784,150336,321.1317371,54,46 ms,56
2,59,471,male,0,73,79,14,Eastern,4000 KB,21,2969.080732,169237.6017,419.0808777,57,46 ms,59
2,41,417,male,0,59,83,18,Eastern,35500 KB,10,2658.391443,61143.00319,446.8336245,23,62 ms,41
3,55,471,male,0,82,68,27,Western,16900 KB,18,2867.194998,154828.5299,346.3298602,54,327 ms,55
1,64,458,male,2,89,61,25,Eastern,17200 KB,13,2716.277701,51609.27631,303.4631705,19,46 ms,62
3,53,470,male,0,66,68,13,Eastern,16200 KB,21,2861.107535,102999.8713,346.3298602,36,78 ms,53
4,59,462,male,0,74,70,15,Eastern,31900 KB,23,2831.728754,152913.3527,359.2147805,54,139 ms,59
2,94,475,male,0,107,46,13,Eastern,31600 KB,26,2623.691929,52473.83858,228.3868988,20,748 ms,94
2,94,475,male,0,107,46,13,Eastern,31600 KB,26,2623.691929,52473.83858,228.3868988,20,327 ms,94
2,62,452,female,0,74,70,12,Eastern,15800 KB,16,2770.435924,149603.5399,359.2147805,54,46 ms,62
3,73,515,male,0,88,75,15,Eastern,70900 KB,20,3207.841626,163599.9229,392.4020294,51,217 ms,73
1,49,433,female,0,55,61,6,Western,17200 KB,20,2568.009267,138672.5004,302.7888745,54,46 ms,49
8,57,619,male,1,81,99,24,Eastern,94700 KB,27,4103.571748,246214.3049,559.4225299,60,264 ms,56
2,42,423,male,0,59,70,17,Eastern,31900 KB,19,2592.686716,147783.1428,359.7107722,57,124 ms,42
3,55,543,male,0,70,77,15,Eastern,31900 KB,30,3402.865092,122503.1433,405.6268983,36,702 ms,55
3,47,487,male,1,60,92,13,Eastern,16800 KB,17,3176.974673,146140.8349,508.1677,46,155 ms,46
2,54,446,male,0,67,79,13,Eastern,78800 KB,15,2811.486214,112459.4485,419.0078103,40,639 ms,54
3,29,373,male,0,62,90,33,Eastern,4000 KB,14,2421.461205,46007.76289,495.424379,19,46 ms,29
2,31,413,male,0,52,86,21,Eastern,17300 KB,19,2654.047344,111469.9884,466.692323,42,529 ms,31
4,52,631,male,0,60,84,8,Western,71300 KB,25,4033.552294,322684.1835,453.092115,80,187 ms,52
2,36,300,male,0,69,58,33,Eastern,7700 KB,15,1757.394299,29875.70308,283.0128366,17,171 ms,36
2,65,439,male,1,85,94,20,Eastern,4400 KB,17,2877.464506,126608.4383,522.2541717,44,62 ms,64
4,45,531,female,0,62,91,17,Eastern,600 KB,22,3455.638954,165870.6698,501.5981141,48,31 ms,45
2,50,496,male,0,71,76,21,Eastern,500 KB,24,3098.972047,61979.44093,398.9944238,20,30 ms,50
1,56,542,male,4,64,81,8,Eastern,34200 KB,20,3436.198702,123703.1533,432.9647657,36,732 ms,52
6,60,579,female,1,97,100,37,Eastern,40600 KB,27,3846.792734,153871.7094,567.2905595,40,405 ms,59
5,55,486,male,0,75,74,20,Western,31900 KB,25,3017.794336,108640.5961,385.4995491,36,639 ms,55
3,79,514,female,2,97,70,18,Eastern,31400 KB,23,3150.451471,189027.0882,360.541081,60,109 ms,77
1,46,571,female,0,69,91,23,Eastern,4000 KB,26,3715.95074,148638.0296,501.8524417,40,46 ms,46
4,55,418,male,0,83,84,28,Eastern,15800 KB,18,2671.988683,101535.5699,453.2640759,38,124 ms,55
3,43,523,male,0,69,60,26,Eastern,9200 KB,12,3089.303782,58696.77185,298.3693524,19,62 ms,43
3,62,366,male,0,76,53,14,Eastern,33000 KB,16,2096.418886,41928.37773,262.6791822,20,873 ms,62
2,62,545,male,0,71,79,9,Eastern,16800 KB,20,3435.560508,206133.6305,419.0808777,60,967 ms,62
2,69,403,male,0,79,57,10,Eastern,31700 KB,21,2350.654676,133987.3165,281.1893366,57,171 ms,69
1,59,483,male,0,79,79,20,Eastern,900 KB,14,3044.726101,60894.52203,419.0078103,20,46 ms,59
2,64,443,male,6,86,68,22,Eastern,63000 KB,12,2696.746039,107869.8415,348.0415947,40,202 ms,58
3,57,352,male,1,83,49,26,Eastern,15900 KB,17,1976.377865,39527.5573,241.4064488,20,140 ms,56
3,40,387,male,0,67,69,27,Eastern,4300 KB,15,2363.998965,89831.96066,353.3374044,38,576 ms,40
6,74,531,male,1,111,89,37,Eastern,31700 KB,19,3438.614452,137544.5781,487.9979062,40,124 ms,73
3,52,448,male,0,61,95,9,Eastern,15900 KB,19,2943.295313,123618.4031,529.7522498,42,202 ms,52
2,50,560,male,1,72,93,22,Eastern,3900 KB,22,3661.928934,230701.5229,515.5221939,63,46 ms,49
2,68,583,male,1,81,76,13,Eastern,47500 KB,20,3642.54174,196697.254,398.8804611,54,46 ms,67
2,44,377,male,0,62,70,18,Western,4300 KB,18,2310.739697,87808.1085,359.7107722,38,78 ms,44
1,35,514,male,0,70,103,35,Eastern,31500 KB,11,3436.861271,144348.1734,588.2523093,42,62 ms,35
3,47,427,male,0,70,70,23,Western,9100 KB,18,2617.203848,104688.1539,360.541081,40,77 ms,47
4,73,567,female,0,85,96,12,Eastern,4000 KB,20,3733.673738,149346.9495,537.6344164,40,296 ms,73
3,49,607,male,0,76,96,27,Western,4400 KB,23,3997.072238,239824.3343,538.0889994,60,46 ms,49
1,53,362,male,0,64,62,11,Eastern,16600 KB,15,2155.419064,77595.08632,308.3287327,36,62 ms,53
3,71,409,male,0,85,67,14,Western,16000 KB,21,2481.030479,141418.7373,340.7366244,57,312 ms,71
1,53,532,male,1,65,63,12,Eastern,2800 KB,23,3179.912919,114476.8651,314.9612072,36,31 ms,52
1,50,315,male,2,64,46,14,Western,63000 KB,14,1739.922016,34798.44032,228.3868988,20,280 ms,48
1,46,579,female,0,69,92,23,Eastern,4000 KB,26,3777.142373,158639.9796,508.6701412,42,46 ms,46
3,58,525,male,2,82,82,24,Eastern,16000 KB,23,3337.714802,200262.8881,439.3544556,60,327 ms,56
2,70,513,male,4,93,79,23,Eastern,81100 KB,23,3233.839524,142288.939,419.7398968,44,873 ms,66
2,68,581,male,2,90,62,22,Eastern,16800 KB,22,3459.388056,124537.97,308.8461793,36,77 ms,66
3,64,448,male,0,74,73,10,Eastern,16000 KB,23,2773.041402,105375.5733,378.9461511,38,140 ms,64
3,58,455,male,0,94,74,36,Eastern,4300 KB,21,2825.301281,161042.173,385.6555921,57,858 ms,58
3,50,411,male,0,71,71,21,Western,4000 KB,20,2527.546066,101101.8426,366.8663501,40,46 ms,50
4,77,443,male,2,100,64,23,Western,97000 KB,18,2658,45186,320.4063545,17,810 ms,75
2,48,435,male,0,67,82,19,Western,31600 KB,17,2765.535122,165932.1073,439.3544556,60,717 ms,48
2,68,489,male,0,76,81,8,Eastern,4100 KB,19,3100.186651,130207.8394,432.6080183,42,62 ms,68
2,68,489,male,0,76,81,8,Eastern,4100 KB,19,3100.186651,130207.8394,432.6080183,42,62 ms,68
5,54,497,male,0,64,98,10,Eastern,15800 KB,20,3287.510793,144650.4749,550.9789163,44,873 ms,54
3,53,491,male,0,60,93,7,Eastern,15800 KB,21,3210.726976,211907.9804,515.3357736,66,109 ms,53
5,54,497,male,0,64,98,10,Eastern,16000 KB,20,3287.510793,144650.4749,550.9789163,44,842 ms,54
2,52,524,male,1,78,83,26,Eastern,23800 KB,14,3340.520662,133620.8265,446.1369639,40,61 ms,51
2,60,413,male,0,67,65,7,Eastern,31300 KB,21,2487.237907,104463.9921,330.5192567,42,343 ms,60
1,56,400,female,1,63,59,7,Western,16800 KB,17,2353.05722,84710.05991,290.8572701,36,61 ms,55
5,48,567,female,0,58,85,10,Eastern,4200 KB,32,3634.124661,159901.4851,460.0105131,44,62 ms,48
2,50,441,male,1,62,69,12,Eastern,31400 KB,19,2693.859285,96978.93428,352.7497745,36,61 ms,49
2,50,441,female,1,62,69,12,Eastern,31400 KB,19,2693.859285,96978.93428,352.7497745,36,77 ms,49
3,61,451,male,0,74,49,13,Eastern,31800 KB,23,2532.23414,45580.21451,234.2230164,18,62 ms,61
3,110,516,male,2,126,68,16,Eastern,31700 KB,30,3141.130826,125645.233,347.4830616,40,327 ms,108
3,82,470,male,0,90,51,8,Eastern,17700 KB,20,2666.039911,90645.35696,242.4606049,34,77 ms,82
4,71,560,male,11,110,86,39,Eastern,4000 KB,24,3598.708263,158343.1636,466.692323,44,61 ms,60
4,64,515,male,0,90,82,26,Western,31700 KB,12,3274.139282,137513.8499,439.3544556,42,77 ms,64
3,57,519,male,0,77,81,20,Western,16000 KB,23,3290.382151,138196.0504,432.75063,42,483 ms,57
3,57,519,male,0,77,81,20,Western,16000 KB,23,3290.382151,138196.0504,432.75063,42,452 ms,57
3,59,493,male,4,85,69,26,Eastern,36300 KB,20,3011.502557,114437.0972,353.0013311,38,156 ms,55
2,52,539,male,0,78,93,26,Western,15800 KB,16,3524.606599,148033.4772,515.7710242,42,467 ms,52
3,76,440,male,0,93,48,17,Eastern,19300 KB,18,2457.3835,46690.28651,234.6600115,19,904 ms,76
3,48,571,male,0,82,107,34,Eastern,23800 KB,25,3849.377649,161673.8613,617.3293845,42,46 ms,48
1,64,440,female,0,74,62,10,Western,15800 KB,22,2619.846377,83835.08405,307.3464548,32,62 ms,64
3,68,584,female,0,99,74,31,Eastern,15800 KB,18,3626.320766,130547.5476,385.5385456,36,46 ms,68
2,75,397,male,0,82,58,7,Eastern,15900 KB,20,2325.618455,41861.13219,284.9884404,18,61 ms,75
2,45,508,male,1,68,68,23,Eastern,157100 KB,18,3092.431123,123697.2449,348.0415947,40,202 ms,44
3,76,441,male,0,93,48,17,Eastern,18900 KB,18,2462.968463,46796.40079,234.6600115,19,919 ms,76
3,78,384,male,0,89,43,11,Eastern,32300 KB,21,2083.685666,37506.34198,205.7687845,18,202 ms,78
2,50,431,male,0,75,66,25,Eastern,900 KB,12,2605.133865,93784.81916,333.6312234,36,78 ms,50
3,41,396,male,0,67,71,26,Eastern,31700 KB,14,2435.299859,102282.5941,367.3587806,42,717 ms,41
2,59,403,male,6,73,79,14,Eastern,4000 KB,14,2540.423642,101616.9457,419.0808777,40,61 ms,53
