time(ms),time,memory(KB),memory,country,continent,program_vocabulary,program_length,calculated_estimated_program_length,volume,difficulty,effort,loc,slocP,lsloc,comments,blankLine,cyclomatic_complexity,numberOfFunction,gender
841 ms,841,24900 KB,24900,India,Asia,42,257,201.6270751,1385.825578,21,29102.33713,49,41,41,8,0,8,1,male
4336 ms,4336,15500 KB,15500,Georgia,AsiaEurope,61,312,301.0709438,1850.390049,43.01785714,79599.8148,62,46,35,16,11,14,2,male
966 ms,966,23500 KB,23500,Belarus,Europe,73,348,378.9461511,2154.058946,53.74285714,115765.2822,56,44,44,12,0,13,2,female
701 ms,701,11800 KB,11800,Unknown,Unknown,71,323,366.1306865,1986.36832,42.046875,83520.58044,56,48,47,8,1,14,2,male
592 ms,592,11800 KB,11800,China,Asia,67,283,339.9564924,1716.703241,34.53333333,59283.48525,47,38,35,9,3,8,2,male
702 ms,702,16600 KB,16600,Romania,Europe,59,310,290.8572701,1823.619345,66.43181818,121146.3488,54,40,31,14,9,14,2,male
576 ms,576,11800 KB,11800,China,Asia,82,398,439.3544556,2530.305698,53.80952381,136154.5447,46,34,31,12,3,17,3,male
686 ms,686,11900 KB,11900,South Korea,Asia,77,404,405.551932,2531.781762,76,192415.4139,53,38,29,15,9,16,2,male
1481 ms,1481,11800 KB,11800,China,Asia,66,305,332.9737366,1843.540206,39.3125,72474.17436,42,27,27,15,0,16,2,female
857 ms,857,11900 KB,11900,China,Asia,69,327,353.3374044,1997.487497,65,129836.6873,52,41,38,11,3,15,2,male
764 ms,764,10600 KB,10600,Taiwan,Asia,72,334,372.2746801,2060.75495,60.25714286,124175.2054,48,37,32,11,5,15,2,female
904 ms,904,11800 KB,11800,China,Asia,66,324,335.0885565,1958.383695,53.07692308,103944.9807,59,48,45,11,3,14,2,female
1060 ms,1060,18900 KB,18900,India,Asia,38,254,184.2797931,1332.973588,17.5,23327.0378,42,35,34,7,1,14,2,male
1450 ms,1450,11800 KB,11800,China,Asia,66,305,332.9737366,1843.540206,39.3125,72474.17436,42,27,27,15,0,16,2,female
4383 ms,4383,15500 KB,15500,India,Asia,69,333,352.4986422,2034.138644,43.23529412,87946.58255,54,46,40,8,6,14,2,male
1263 ms,1263,15400 KB,15400,Spain,Europe,56,324,269.6764904,1881.582995,58.9,110825.2384,45,33,24,12,9,12,1,male
857 ms,857,23500 KB,23500,Unknown,Unknown,60,324,297.5287411,1913.832553,44.04545455,84295.62472,64,49,42,15,7,15,2,male
748 ms,748,12200 KB,12200,China,Asia,70,320,359.0910367,1961.370565,43.41176471,85146.55749,57,37,34,20,3,15,2,male
795 ms,795,9400 KB,9400,Italy,Europe,70,338,359.2147805,2071.69766,39.8030303,82459.84473,66,42,26,24,16,15,2,male
4741 ms,4741,28200 KB,28200,Vietnam,Asia,56,300,271.0812322,1742.206477,44.81818182,78082.52663,40,31,29,9,2,15,3,male
561 ms,561,21700 KB,21700,China,Asia,70,398,359.2147805,2439.454641,43.25675676,105522.896,50,41,41,9,0,15,2,female
4414 ms,4414,23500 KB,23500,India,Asia,44,274,210.1173001,1495.884264,20.25,30291.65634,53,43,40,10,3,15,3,male
935 ms,935,18900 KB,18900,India,Asia,44,265,210.1173001,1446.749379,22.5,32551.86103,68,58,58,10,0,13,2,male
4414 ms,4414,16800 KB,16800,India,Asia,35,286,168.4650059,1466.974943,16.5,24205.08656,78,53,37,25,16,15,2,male
717 ms,717,15400 KB,15400,China,Asia,62,340,308.8461793,2024.426746,72.52,146811.4276,50,47,46,3,1,13,1,male
826 ms,826,9400 KB,9400,Uzbekistan,Asia,71,321,365.7235111,1974.068825,51.91891892,102491.5193,52,40,33,12,7,15,2,male
889 ms,889,13200 KB,13200,Peru,South America,76,325,398.8804611,2030.576442,53.12820513,107880.8817,67,47,34,20,13,12,2,male
592 ms,592,25800 KB,25800,China,Asia,75,313,392.4020294,1949.62025,58.28571429,113635.0089,51,40,40,11,0,14,2,male
529 ms,529,11800 KB,11800,China,Asia,82,543,439.460071,3452.150739,82.08139535,283357.3496,33,29,29,4,0,24,3,male
4757 ms,4757,15400 KB,15400,Russia,AsiaEurope,57,298,275.4873867,1738.201224,44.4137931,77200.10954,33,27,24,6,3,14,1,male
4430 ms,4430,12900 KB,12900,India,Asia,71,313,365.7235111,1924.870848,56.58823529,108925.0445,39,35,35,4,0,13,2,female
4976 ms,4976,9400 KB,9400,Vietnam,Asia,56,280,269.4181505,1626.059378,41.16666667,66939.4444,41,32,28,9,4,10,1,male
1715 ms,1715,10700 KB,10700,Estonia,Europe,57,329,275.5886804,1919.020815,37.77777778,72496.34189,35,27,26,8,1,12,1,male
