time(ms),time,memory(KB),memory,country,continent,program_vocabulary,program_length,calculated_estimated_program_length,volume,difficulty,effort,loc,slocP,lsloc,comments,blankLine,cyclomatic_complexity,numberOfFunction,gender
61 ms,61,5800 KB,5800,Brazil,South America,67,424,339.6973857,2572.021817,54.58064516,140382.6101,64,45,30,19,15,20,1,male
249 ms,249,73900 KB,73900,India,Asia,59,385,288.6764386,2264.817574,46.32692308,104922.0295,98,91,89,7,2,32,2,male
202 ms,202,41600 KB,41600,South Korea,Asia,82,476,440.5905816,3026.194754,46.54255319,140846.8303,64,58,57,6,1,31,3,female
124 ms,124,115500 KB,115500,United States,North America,70,398,360.0838417,2439.454641,71.33333333,174014.431,75,60,51,15,9,22,3,male
249 ms,249,68100 KB,68100,Iran,Asia,71,457,365.6422056,2810.434434,43.26388889,121590.3231,69,56,52,13,4,32,2,male
62 ms,62,52400 KB,52400,China,Asia,83,530,450.002951,3378.770899,42.625,144020.1096,55,46,46,9,0,34,2,male
92 ms,92,71100 KB,71100,India,Asia,64,398,320.1804545,2388,64.6,154264.8,51,38,31,13,7,26,2,male
46 ms,46,4800 KB,4800,Singapore,Asia,78,547,414.08385,3438.115014,38.60869565,132741.1362,56,53,52,3,1,31,1,male
46 ms,46,4800 KB,4800,China,Asia,59,428,288.6764386,2517.771225,46.96153846,118238.4102,82,64,62,18,2,26,1,male
249 ms,249,40000 KB,40000,Iran,Asia,65,485,326.4650059,2920.848389,67.39393939,196847.4793,51,39,36,12,3,32,2,male
46 ms,46,5600 KB,5600,Iran,Asia,59,426,289.0701413,2506.005939,76.84,192561.4964,68,57,53,11,4,28,1,male
93 ms,93,11700 KB,11700,China,Asia,89,509,489.1726399,3296.148316,28.81730769,94986.12023,49,43,43,6,0,32,2,male
77 ms,77,42800 KB,42800,Poland,Europe,85,484,461.7177151,3102.145213,33.6,104232.0792,59,43,39,16,4,31,2,male
61 ms,61,36900 KB,36900,Romania,Europe,70,432,359.0910367,2647.850263,48.70588235,128965.8834,67,59,58,8,1,25,2,male
139 ms,139,103600 KB,103600,South Korea,Asia,76,613,399.4510684,3829.979566,63.95238095,244936.3122,47,36,31,11,5,40,3,female
264 ms,264,145200 KB,145200,India,Asia,41,367,188.529325,1966.221586,17.77777778,34955.05041,73,54,44,19,10,30,3,female
436 ms,436,82900 KB,82900,Iran,Asia,60,488,294.8469685,2882.562611,70.27777778,202580.0946,68,54,46,14,8,34,4,male
46 ms,46,5500 KB,5500,India,Asia,59,477,288.1860234,2806.020735,54.25,152226.6248,50,42,38,8,4,31,1,male
93 ms,93,68000 KB,68000,Hungary,Europe,68,453,346.1173001,2757.620667,61.875,170627.7788,49,43,42,6,1,35,3,male
93 ms,93,63400 KB,63400,Bangladesh,Asia,59,370,288.6764386,2176.577928,30.46153846,66301.91228,62,54,52,8,2,24,2,female
62 ms,62,38800 KB,38800,Singapore,Asia,64,478,320.0450916,2868,76.64516129,219818.3226,70,56,49,14,7,27,3,male
77 ms,77,68000 KB,68000,Poland,Europe,66,486,334.0271833,2937.575542,73.96428571,217275.6767,93,69,51,24,18,34,3,male
218 ms,218,33200 KB,33200,Bangladesh,Asia,83,521,450.002951,3321.395544,36.36538462,120783.8264,74,56,56,18,0,25,2,female
46 ms,46,5600 KB,5600,Iran,Asia,52,429,249.0117739,2445.488639,71.02941176,173701.6195,70,63,59,7,4,33,1,male
62 ms,62,21400 KB,21400,Mexico,North America,42,393,210.885574,2119.180747,19.5,41324.02457,47,38,38,9,0,23,1,male
46 ms,46,8500 KB,8500,China,Asia,58,564,282.2114327,3303.901281,80.61538462,266345.2725,68,62,61,6,1,34,1,male
61 ms,61,55600 KB,55600,China,Asia,73,459,378.8670746,2841.129473,43.2972973,123013.2274,55,47,47,8,0,29,2,female
93 ms,93,83700 KB,83700,Italy,Europe,53,482,252.2386659,2760.857659,51.04761905,140935.21,86,61,42,25,19,37,2,male
186 ms,186,85400 KB,85400,Canada,North America,74,529,385.4995491,3284.80083,67.5,221724.0561,56,47,47,9,0,33,3,male
92 ms,92,82700 KB,82700,India,Asia,53,450,253.6843594,2577.564205,35.78947368,92249.66627,91,73,65,18,8,37,2,male
77 ms,77,68000 KB,68000,United States,North America,65,558,326.5538222,3360.48124,56.07352941,188434.0436,74,63,59,11,4,29,2,male
109 ms,109,72300 KB,72300,Norway,Europe,58,449,283.5668306,2630.233467,92.06521739,242153.0159,67,60,56,7,4,26,2,male
77 ms,77,70100 KB,70100,China,Asia,84,468,453.092115,2991.604554,51.36363636,153659.6884,51,39,37,12,2,28,3,male
109 ms,109,75500 KB,75500,India,Asia,68,573,346.1173001,3488.116208,88.44444444,308504.5002,53,47,45,6,2,30,2,male
124 ms,124,107100 KB,107100,India,Asia,68,438,346.3298602,2666.308724,56.09677419,149571.3184,88,69,62,19,7,31,4,male
46 ms,46,3900 KB,3900,Iran,Asia,72,378,372.5956925,2332.231651,33.09090909,77175.66553,78,54,46,24,8,15,2,female
61 ms,61,55700 KB,55700,China,Asia,79,545,419.2271063,3435.560508,47.13095238,161921.2387,72,62,61,10,1,36,3,male
77 ms,77,46400 KB,46400,Bangladesh,Asia,78,476,412.85429,2991.851456,53.31395349,159507.4294,72,55,49,17,6,25,3,male
77 ms,77,68800 KB,68800,Georgia,AsiaEurope,62,431,308.8461793,2566.25861,41.44,106345.7568,62,54,52,8,2,34,2,male
108 ms,108,68500 KB,68500,Russia,AsiaEurope,72,556,372.5956925,3430.478301,73.27272727,251360.5009,74,66,66,8,0,35,2,male
62 ms,62,71000 KB,71000,China,Asia,79,478,419.0808777,3013.207198,39.3902439,118690.9664,64,50,50,14,0,21,3,male
77 ms,77,36300 KB,36300,China,Asia,99,535,561.9099458,3546.705792,54.90322581,194725.589,52,37,33,15,4,24,3,male
202 ms,202,37800 KB,37800,Iran,Asia,75,520,392.9423377,3238.985719,64.42857143,208683.2228,80,57,42,23,15,32,3,male
46 ms,46,35900 KB,35900,Russia,AsiaEurope,76,558,398.9944238,3486.343553,73.8,257292.1542,62,51,51,11,0,29,2,male
31 ms,31,13700 KB,13700,China,Asia,77,541,405.551932,3390.331519,47.74358974,161866.5971,56,43,43,13,0,24,1,female
46 ms,46,13700 KB,13700,China,Asia,77,541,405.551932,3390.331519,47.74358974,161866.5971,56,43,43,13,0,24,1,female
46 ms,46,8700 KB,8700,Jordan,Asia,89,592,487.9979062,3833.634191,50.6122449,194028.8325,55,43,38,12,5,28,4,male
46 ms,46,5300 KB,5300,Poland,Europe,63,258,314.4992626,1542.13822,34,52432.69949,65,44,31,21,13,18,1,male
61 ms,61,36900 KB,36900,Romania,Europe,78,469,414.08385,2947.853641,34.43478261,101508.6993,55,43,38,12,5,32,2,male
46 ms,46,3700 KB,3700,Denmark,Europe,65,450,326.4650059,2710.065516,55.75757576,151106.6833,85,66,53,19,13,22,2,male
156 ms,156,7600 KB,7600,Georgia,AsiaEurope,55,402,263.3031226,2324.106605,63.6,147813.1801,60,53,50,7,3,27,1,female
93 ms,93,38800 KB,38800,China,Asia,86,544,467.1963626,3495.888027,60.15957447,210311.1361,67,44,41,23,3,29,5,male
61 ms,61,35900 KB,35900,South Korea,Asia,75,541,392.4020294,3369.790912,33.6875,113519.8313,70,46,33,24,13,30,2,male
109 ms,109,83600 KB,83600,Vietnam,Asia,59,427,288.6764386,2511.888582,74.88461538,188101.8104,61,51,47,10,4,27,2,male
124 ms,124,99900 KB,99900,United States,North America,65,454,327.3557123,2734.154987,86.55357143,236650.879,67,58,54,9,4,28,2,male
46 ms,46,4600 KB,4600,Hungary,Europe,75,558,392.4020294,3475.680829,83.125,288915.9689,48,38,36,10,2,29,1,male
46 ms,46,4700 KB,4700,Kazakhstan,AsiaEurope,72,504,372.2346001,3109.642201,91.5,284532.2614,74,54,40,20,14,25,5,male
124 ms,124,100000 KB,100000,Brazil,South America,81,485,433.6087556,3074.827251,42.98913043,132184.1498,64,47,37,17,10,25,2,male
108 ms,108,103700 KB,103700,Finland,Europe,63,489,314.4992626,2922.889883,87.33333333,255265.7164,68,59,59,9,0,28,3,female
77 ms,77,37800 KB,37800,Iran,Asia,80,446,425.7542476,2819.57993,56.5,159306.2661,53,39,37,14,2,19,3,male
140 ms,140,4800 KB,4800,Croatia,Europe,61,495,301.3556992,2935.714982,54.77777778,160811.9429,72,65,64,7,1,26,1,male
77 ms,77,42900 KB,42900,Iran,Asia,83,526,446.8336245,3353.270741,67.56521739,226564.4666,61,57,57,4,0,35,4,male
187 ms,187,149600 KB,149600,China,Asia,75,555,392.17102,3456.994373,35.53947368,122859.7606,58,37,37,21,0,24,2,female
170 ms,170,149600 KB,149600,China,Asia,75,555,392.17102,3456.994373,35.53947368,122859.7606,58,37,37,21,0,24,2,male
46 ms,46,5800 KB,5800,South Korea,Asia,84,554,454.1955001,3541.343852,56.625,200528.5956,80,54,37,26,17,26,1,male
46 ms,46,5800 KB,5800,India,Asia,84,554,454.1955001,3541.343852,56.625,200528.5956,80,54,37,26,17,26,1,female
46 ms,46,2300 KB,2300,India,Asia,84,554,454.1955001,3541.343852,56.625,200528.5956,80,54,37,26,17,26,1,male
124 ms,124,90500 KB,90500,China,Asia,48,394,227.6306219,2200.475225,24.23076923,53319.20738,93,76,76,17,0,28,2,male
77 ms,77,73900 KB,73900,China,Asia,65,622,326.7316235,3745.91278,77,288435.284,69,64,64,5,0,44,3,male
93 ms,93,83800 KB,83800,Egypt,AsiaAfrica,59,384,289.5640056,2258.934931,64.89583333,146595.4648,72,58,50,14,8,26,2,female
62 ms,62,12000 KB,12000,Iran,Asia,66,462,333.3240179,2792.510083,72,201060.726,59,42,35,17,7,23,1,male
46 ms,46,5600 KB,5600,India,Asia,52,321,249.0117739,1829.84115,23.67647059,43324.18016,63,43,40,20,3,18,1,male
187 ms,187,101000 KB,101000,Taiwan,Asia,76,579,399.1845378,3617.55003,81.09756098,293374.4842,69,62,61,7,1,32,2,male
140 ms,140,55900 KB,55900,Turkmenistan,Asia,78,590,414.08385,3708.387309,50.7826087,188321.5816,60,43,40,17,3,22,3,male
108 ms,108,83700 KB,83700,India,Asia,42,389,194.994331,2097.611477,45.83333333,96140.52605,84,72,72,12,0,21,2,male
92 ms,92,71100 KB,71100,China,Asia,69,441,352.582306,2693.859285,53.45454545,143999.0236,57,51,51,6,0,32,2,male
124 ms,124,52600 KB,52600,Iran,Asia,73,501,378.8670746,3101.102104,70.05405405,217244.7744,77,62,57,15,5,27,2,male
248 ms,248,69100 KB,69100,India,Asia,58,434,281.9620482,2542.363752,45.35185185,115300.9042,88,75,70,13,5,24,2,male
77 ms,77,55400 KB,55400,China,Asia,89,558,488.714938,3613.459254,67.80392157,245006.7079,56,44,41,12,3,29,2,male
77 ms,77,53700 KB,53700,China,Asia,83,578,446.8336245,3684.772791,63.14130435,232661.3603,73,65,65,8,0,31,3,male
61 ms,61,62500 KB,62500,China,Asia,68,396,345.9474732,2410.635285,26.5,63881.83506,68,56,55,12,1,24,2,female
77 ms,77,36900 KB,36900,India,Asia,81,485,433.6087556,3074.827251,42.98913043,132184.1498,64,47,37,17,10,25,2,female
62 ms,62,36400 KB,36400,Czechia,Europe,70,479,359.4212455,2935.926565,61.05263158,179246.0429,92,75,68,17,7,27,2,male
93 ms,93,67100 KB,67100,Bangladesh,Asia,62,486,307.1601712,2893.739407,59.5,172177.4947,65,56,52,9,4,33,2,male
92 ms,92,52400 KB,52400,India,Asia,44,397,212.401259,2167.394353,26.42857143,57281.13646,94,81,81,13,0,30,3,male
62 ms,62,17100 KB,17100,China,Asia,82,516,439.8831639,3280.496834,35.35555556,115983.7881,66,42,42,24,0,19,2,female
61 ms,61,23700 KB,23700,Russia,AsiaEurope,61,385,302.2137048,2283.333875,61.92,141384.0335,102,85,79,17,6,25,2,male
77 ms,77,68000 KB,68000,India,Asia,62,458,308.3287327,2727.02191,31.84615385,86845.15929,86,72,61,14,11,28,3,male
249 ms,249,116000 KB,116000,India,Asia,42,440,207.4212455,2372.619666,19,45079.77365,97,82,79,15,3,39,2,male
109 ms,109,53400 KB,53400,Bangladesh,Asia,78,471,413.1887278,2960.424445,52.15909091,154413.0478,69,45,29,24,16,29,4,male
186 ms,186,84700 KB,84700,South Korea,Asia,58,523,281.8126557,3063.72406,69.64285714,213366.4971,43,32,31,11,1,21,2,male
77 ms,77,67100 KB,67100,China,Asia,92,503,508.6701412,3281.351664,65.94,216372.3287,67,55,54,12,1,23,1,male
92 ms,92,67100 KB,67100,China,Asia,92,503,508.6701412,3281.351664,65.94,216372.3287,67,55,54,12,1,23,1,male
171 ms,171,8800 KB,8800,China,Asia,68,467,345.9899115,2842.845147,39.24242424,111560.1353,64,56,55,8,1,32,2,male
62 ms,62,36800 KB,36800,Finland,Europe,52,483,245.8187515,2753.312384,92.26190476,254025.8449,91,70,64,21,6,28,2,male
77 ms,77,75100 KB,75100,South Korea,Asia,51,428,239.4453837,2427.798046,26.42857143,64163.23408,72,66,66,6,0,29,2,male
46 ms,46,9200 KB,9200,China,Asia,81,574,432.75063,3639.073902,48.1627907,175267.9547,85,77,77,8,0,29,3,female
93 ms,93,65000 KB,65000,South Korea,Asia,71,523,365.6422056,3216.317744,67.56944444,217324.8031,74,58,56,16,2,25,2,male
77 ms,77,51500 KB,51500,Croatia,Europe,80,483,425.7903187,3053.49127,69.91463415,213483.725,90,66,53,24,13,26,9,male
77 ms,77,52900 KB,52900,Germany,Europe,78,544,412.2613731,3419.258807,81,276959.9634,63,50,44,13,6,24,3,male
46 ms,46,8800 KB,8800,China,Asia,92,625,509.2999891,4077.226223,48.46153846,197588.6554,69,55,55,14,0,34,3,male
77 ms,77,65200 KB,65200,Bangladesh,Asia,70,536,359.2147805,3285.295697,95.3030303,313098.6354,80,71,68,9,3,32,3,female
202 ms,202,68100 KB,68100,India,Asia,56,490,273.4603973,2845.603912,44.78947368,127453.1015,94,85,81,9,4,46,2,male
233 ms,233,50700 KB,50700,Vietnam,Asia,81,509,433.2506894,3226.983651,53.6,172966.3237,57,47,43,10,4,26,3,male
92 ms,92,68000 KB,68000,India,Asia,62,447,310.1726115,2661.525751,76.30434783,203085.9866,89,60,37,29,23,34,3,male
93 ms,93,53500 KB,53500,Russia,AsiaEurope,94,487,522.9001971,3192.084771,56.94230769,181764.6732,81,45,23,36,22,27,4,male
218 ms,218,11700 KB,11700,Georgia,AsiaEurope,60,483,295.1851693,2853.028158,56.23076923,160427.9679,88,83,83,5,0,33,4,male
62 ms,62,52700 KB,52700,China,Asia,73,623,379.3421297,3856.2607,55.275,213154.8102,77,65,63,12,2,40,3,male
93 ms,93,67100 KB,67100,India,Asia,66,494,333.3240179,2985.930695,75.6,225736.3605,88,62,54,26,8,27,2,male
61 ms,61,36900 KB,36900,Unknown,Unknown,73,623,379.3421297,3856.2607,55.275,213154.8102,77,65,63,12,2,40,3,male
46 ms,46,54800 KB,54800,India,Asia,81,586,432.6080183,3715.152102,59.42857143,220786.182,97,85,85,12,0,34,3,female
77 ms,77,81800 KB,81800,India,Asia,56,420,271.7635715,2439.089067,106.6666667,260169.5005,66,55,51,11,4,26,2,male
108 ms,108,85000 KB,85000,Russia,AsiaEurope,67,503,339.6973857,3051.242863,54,164767.1146,79,65,60,14,5,33,2,male
156 ms,156,104000 KB,104000,Finland,Europe,64,554,320.7232379,3324,86.78571429,288475.7143,67,63,61,4,2,28,1,male
62 ms,62,44800 KB,44800,Syria,Asia,54,395,257.6220106,2273.180563,47.17391304,107234.8222,78,67,67,11,0,28,3,male
62 ms,62,32200 KB,32200,China,Asia,87,462,474.942584,2976.639895,39.22,116743.8167,81,56,49,25,7,23,3,female
61 ms,61,36900 KB,36900,Russia,AsiaEurope,68,390,345.9474732,2374.110508,32,75971.53626,74,67,67,7,0,20,2,male
46 ms,46,8200 KB,8200,Mexico,North America,76,489,398.9944238,3055.236554,39.15,119612.5111,93,54,35,39,19,16,4,male
77 ms,77,69100 KB,69100,Australia,Australia,64,455,320.7232379,2730,71.35714286,194805,66,53,48,13,5,33,2,male
93 ms,93,9200 KB,9200,Brazil,South America,91,583,502.1708162,3794.044275,65.88235294,249960.564,79,61,51,18,10,28,4,male
109 ms,109,81900 KB,81900,India,Asia,83,568,446.8336245,3621.022397,56.30434783,203879.3045,105,80,65,25,15,27,3,male
93 ms,93,67700 KB,67700,India,Asia,66,489,333.3240179,2955.708724,83.4,246506.1076,61,51,45,10,6,35,4,male
77 ms,77,52500 KB,52500,Bangladesh,Asia,73,534,378.8670746,3305.366314,41.625,137585.8728,101,77,65,24,12,35,3,male
46 ms,46,5500 KB,5500,Egypt,AsiaAfrica,58,414,284.2247957,2425.204132,72.81818182,176598.9554,57,49,47,8,2,22,1,male
686 ms,686,102100 KB,102100,Finland,Europe,62,590,307.9068682,3512.975823,70,245908.3076,90,62,48,28,14,40,2,male
77 ms,77,69100 KB,69100,India,Asia,71,504,365.7235111,3099.472548,73.45588235,227674.4909,78,54,45,24,9,31,3,male
124 ms,124,87900 KB,87900,Sweden,Europe,82,534,439.460071,3394.93277,47.1627907,160114.5037,72,54,45,18,9,23,2,male
202 ms,202,7800 KB,7800,Jordan,Asia,58,552,283.0128366,3233.605509,80.04166667,258823.1743,76,61,51,15,10,34,2,male
265 ms,265,71300 KB,71300,China,Asia,69,576,353.3374044,3518.510087,37.7,132647.8303,83,69,69,14,0,28,4,female
62 ms,62,68300 KB,68300,China,Asia,76,513,399.1845378,3205.186814,38.41463415,123126.0788,57,51,51,6,0,40,3,male
155 ms,155,146100 KB,146100,India,Asia,0,0,0,0,0,0,63,52,47,11,5,36,3,female
62 ms,62,39900 KB,39900,South Korea,Asia,83,556,447.1829761,3544.521924,54.76595745,194119.1368,84,64,57,20,7,32,3,female
61 ms,61,36900 KB,36900,Croatia,Europe,89,571,489.1726399,3697.643789,64.39423077,238106.9275,78,49,34,29,15,26,2,male
109 ms,109,100600 KB,100600,Reunion,Africa,72,501,372.3949821,3091.132426,68.17647059,210742.4989,101,75,60,26,15,30,4,male
61 ms,61,39800 KB,39800,South Korea,Asia,75,464,392.9423377,2890.171872,43.60714286,126032.1377,67,57,55,10,2,28,3,male
436 ms,436,68500 KB,68500,India,Asia,71,395,365.6422056,2429.150112,42.68571429,103690.0076,51,46,44,5,2,25,3,male
155 ms,155,7900 KB,7900,Ukraine,Europe,73,603,378.8670746,3732.464209,91.45945946,341369.159,68,51,48,17,3,30,1,male
249 ms,249,68100 KB,68100,India,Asia,62,529,307.2067179,3149.769848,58.66666667,184786.4978,89,81,81,8,0,36,2,male
78 ms,78,39800 KB,39800,Bangladesh,Asia,85,583,464.3440107,3736.674916,68.31481481,255270.2549,81,57,41,24,16,29,4,male
124 ms,124,99200 KB,99200,India,Asia,44,487,214.9310205,2658.743198,19,50516.12077,86,80,80,6,0,41,3,male
234 ms,234,12800 KB,12800,China,Asia,81,549,432.75063,3480.577652,45.06976744,156868.8253,89,73,72,16,1,34,3,male
156 ms,156,5600 KB,5600,India,Asia,80,497,426.079159,3141.998263,60.43243243,189878.5977,72,65,65,7,0,33,3,male
265 ms,265,15500 KB,15500,China,Asia,69,614,352.4986422,3750.634016,70,262544.3812,87,81,81,6,0,40,3,female
77 ms,77,71300 KB,71300,Finland,Europe,56,588,271.0812322,3414.724694,131.3636364,448570.653,92,76,67,16,9,37,2,male
249 ms,249,84600 KB,84600,China,Asia,64,567,320.7232379,3402,75.85714286,258066,70,63,62,7,1,42,2,male
592 ms,592,83900 KB,83900,China,Asia,78,643,413.5983953,4041.513627,49.86666667,201536.8129,94,85,84,9,1,33,2,male
109 ms,109,98900 KB,98900,China,Asia,85,632,460.8279746,4050.735072,59.35416667,240428.0046,83,63,59,20,4,36,2,female
452 ms,452,83900 KB,83900,China,Asia,78,643,413.5983953,4041.513627,49.86666667,201536.8129,94,85,84,9,1,33,2,male
93 ms,93,68000 KB,68000,Austria,Europe,70,562,359.4212455,3444.657056,70.0625,241341.285,101,85,76,16,9,39,5,male
233 ms,233,68000 KB,68000,Armenia,Europe,55,454,263.6191856,2624.73731,62,162733.7132,109,74,64,35,10,25,2,male
109 ms,109,68100 KB,68100,Ukraine,Europe,63,475,314.9612072,2839.207964,67.59615385,191919.5383,79,58,49,21,9,29,3,male
265 ms,265,107400 KB,107400,Ukraine,Europe,59,496,290.159225,2917.790952,86.08695652,251183.7429,87,66,56,21,10,27,2,male
77 ms,77,68100 KB,68100,India,Asia,46,423,217.5786534,2336.466707,27.04545455,63190.80413,100,81,72,19,9,22,2,male
187 ms,187,106700 KB,106700,India,Asia,67,462,339.5249056,2802.533206,52.5,147132.9933,66,54,49,12,5,36,2,male
61 ms,61,47300 KB,47300,Aruba,South Africa,68,593,346.1173001,3609.865465,43.3125,156352.2979,84,73,73,11,0,32,4,female
46 ms,46,5500 KB,5500,Japan,Asia,73,469,378.8670746,2903.027718,51.56756757,149702.078,77,63,60,14,3,19,4,male
233 ms,233,61200 KB,61200,India,Asia,71,484,365.6422056,2976.477606,59.14285714,176037.3898,65,47,36,18,11,32,2,male
46 ms,46,9700 KB,9700,China,Asia,78,597,412.5946318,3752.385125,39,146343.0199,91,80,80,11,0,34,2,female
77 ms,77,48800 KB,48800,Philippines,Asia,75,642,392.2479866,3998.901599,76.375,305416.1096,84,78,78,6,0,39,2,male
93 ms,93,60700 KB,60700,United States,North America,77,540,406.0022373,3384.064732,67.5,228424.3694,76,53,49,23,4,29,2,male
217 ms,217,33200 KB,33200,Romania,Europe,72,517,372.5956925,3189.851226,71.07692308,226724.8102,84,69,62,15,7,33,3,male
77 ms,77,64600 KB,64600,India,Asia,68,530,346.6279634,3226.355306,49.4,159381.9521,108,80,68,28,12,39,4,male
77 ms,77,55500 KB,55500,Russia,AsiaEurope,80,425,425.8985773,2686.81944,52.47619048,140994.0487,79,57,45,22,12,24,2,male
93 ms,93,52500 KB,52500,Iran,Asia,68,633,346.1173001,3853.363979,82.22222222,316832.1493,91,80,78,11,2,36,2,male
77 ms,77,74900 KB,74900,China,Asia,81,631,433.2506894,4000.445352,56.8,227225.296,86,73,73,13,0,41,4,male
62 ms,62,5800 KB,5800,Switzerland,Europe,84,604,453.8154506,3860.959723,83.05319149,320665.0272,71,59,55,12,4,31,3,male
264 ms,264,67100 KB,67100,Latvia,Europe,52,397,244.6450378,2263.074568,35.58333333,80527.73671,78,74,73,4,1,31,2,male
187 ms,187,36900 KB,36900,Taiwan,Asia,88,538,480.9553238,3475.174211,50,173758.7105,75,64,63,11,1,37,2,male
78 ms,78,37800 KB,37800,South Korea,Asia,77,556,405.551932,3484.333317,79.41025641,276691.8021,95,68,51,27,17,33,3,male
77 ms,77,83800 KB,83800,China,Asia,65,601,326.4650059,3619.443056,58.78125,212755.3871,102,95,94,7,1,35,2,male
77 ms,77,50900 KB,50900,Mexico,North America,79,491,419.0078103,3095.156347,51.79487179,160313.2262,83,60,57,23,3,24,2,male
61 ms,61,4600 KB,4600,Russia,AsiaEurope,66,502,334.5126491,3034.285848,101.1111111,306800.0135,94,62,52,32,10,23,5,male
